code,nom,description,version,organisme,statut,secteur
ISO 9876:1997,47.020.70 - Navigation and control equipment,,1997,ISO,actif,Maritime
ISO 16145-1:2012,47.020.99 - Other standards related to shipbuilding and marine structures,,2012,ISO,actif,Maritime
ISO 4143:1981,47.060 - Inland navigation vessels,,1981,ISO,actif,Maritime
ISO 8469:2013,47.080 - Small craft,,2013,ISO,actif,Maritime
ISO 1151-3:1972,49.020 - Aircraft and space vehicles in general,,1972,ISO,actif,Aéronautique & Espace
ISO 8168:2008,"49.030.20 - Bolts, screws, studs",,2008,ISO,actif,Aéronautique & Espace
ISO 7481:2000,49.030.30 - Nuts,,2000,ISO,actif,Aéronautique & Espace
ISO 10792-3:1995,49.035 - Components for aerospace construction,,1995,ISO,actif,Aéronautique & Espace
ISO 1967:1974,49.060 - Aerospace electric equipment and systems,,1974,ISO,actif,Aéronautique & Espace
ISO 3174:1994,49.080 - Aerospace fluid systems and components,,1994,ISO,actif,Aéronautique & Espace
ISO/TR 11233:2014,49.140 - Space systems and operations,,2014,ISO,actif,Aéronautique & Espace
ISO 3077:2001,53.020.30 - Accessories for lifting equipment,,2001,ISO,actif,Industrie & Mécanique
ISO 433:2017,53.040.20 - Components for conveyors,,2017,ISO,actif,Industrie & Mécanique
ISO 3184:1998/Cor 1:2000,53.060 - Industrial trucks,,1998,ISO,actif,Industrie & Mécanique
ISO 3450:2011,53.100 - Earth-moving machinery,,2011,ISO,actif,Industrie & Mécanique
ISO 9058:1992,55.100 - Bottles. Pots. Jars,,1992,ISO,actif,Industrie & Mécanique
ISO 10654:1993,55.120 - Cans. Tins. Tubes,,1993,ISO,actif,Industrie & Mécanique
ISO 1496-1:1990/Amd 3:2005,55.180.10 - General purpose containers,,1990,ISO,actif,Industrie & Mécanique
ISO 12776:2008,55.180.20 - General purpose pallets,,2008,ISO,actif,Industrie & Mécanique
ISO 10327:1995,"55.180.30 - Air mode containers, pallets and nets",,1995,ISO,actif,Industrie & Mécanique
ISO 2876-1:1973,"55.180.40 - Complete, filled transport packages",,1973,ISO,actif,Industrie & Mécanique
ISO 5084:1996,59.080.30 - Textile fabrics,,1996,ISO,actif,Industrie & Mécanique
ISO 2411:2000,59.080.40 - Coated fabrics,,2000,ISO,actif,Industrie & Mécanique
ISO 2307:2010,59.080.50 - Ropes,,2010,ISO,actif,Industrie & Mécanique
ISO 10769:2011,59.080.70 - Geotextiles,,2011,ISO,actif,Industrie & Mécanique
ISO 3341:1984,59.100.10 - Textile glass materials,,1984,ISO,actif,Industrie & Mécanique
ISO 3914-2:1994,59.120.20 - Winding machines and equipment,,1994,ISO,actif,Industrie & Mécanique
ISO 3377-2:2002,59.140.30 - Leather and furs,,2002,ISO,actif,Industrie & Mécanique
ISO 9920:2007,61.020 - Clothes,,2007,ISO,actif,Industrie & Mécanique
ISO/TR 16178:2012,61.060 - Footwear,,2012,ISO,actif,Industrie & Mécanique
ISO 789-4:1982,65.060.10 - Agricultural tractors and trailed vehicles,,1982,ISO,actif,Agriculture & Agroalimentaire
ISO 6533:2001,65.060.80 - Forestry equipment,,2001,ISO,actif,Agriculture & Agroalimentaire
ISO 7837:1992,65.080 - Fertilizers,,1992,ISO,actif,Agriculture & Agroalimentaire
ISO 1750:1981/Amd 3:2001,65.100.01 - Pesticides and other agrochemicals in general,,1981,ISO,actif,Agriculture & Agroalimentaire
ISO 6495-1:2015,65.120 - Animal feeding stuffs,,2015,ISO,actif,Agriculture & Agroalimentaire
ISO 3402:1999,"65.160 - Tobacco, tobacco products and related equipment",,1999,ISO,actif,Agriculture & Agroalimentaire
ISO/DIS 20813,67.050 - General methods of tests and analysis for food products,,,ISO,en cours,Agriculture & Agroalimentaire
ISO 4112:1990,"67.060 - Cereals, pulses and derived products",,1990,ISO,actif,Agriculture & Agroalimentaire
ISO 5516:1978,"67.080.01 - Fruits, vegetables and derived products in general",,1978,ISO,actif,Agriculture & Agroalimentaire
ISO 6660:1993,67.080.10 - Fruits and derived products,,1993,ISO,actif,Agriculture & Agroalimentaire
ISO 7560:1995,67.080.20 - Vegetables and derived products,,1995,ISO,actif,Agriculture & Agroalimentaire
ISO 8262-2:1987,67.100.01 - Milk and milk products in general,,1987,ISO,actif,Agriculture & Agroalimentaire
ISO 5536:2002,67.100.10 - Milk and processed milk products,,2002,ISO,actif,Agriculture & Agroalimentaire
ISO 8381:2000,67.100.99 - Other milk products,,2000,ISO,actif,Agriculture & Agroalimentaire
ISO 13496:2000,67.120.10 - Meat and meat products,,2000,ISO,actif,Agriculture & Agroalimentaire
ISO 7516:1984,67.140.10 - Tea,,1984,ISO,actif,Agriculture & Agroalimentaire
ISO 7534:1985,67.140.20 - Coffee and coffee substitutes,,1985,ISO,actif,Agriculture & Agroalimentaire
ISO/NP 11213,67.180.20 - Starch and derived products,,,ISO,actif,Agriculture & Agroalimentaire
ISO 3656:1989,67.200.10 - Animal and vegetable fats and oils,,1989,ISO,actif,Agriculture & Agroalimentaire
ISO/CD 771,67.200.20 - Oilseeds,,,ISO,en cours,Agriculture & Agroalimentaire
ISO 972:1985,67.220.10 - Spices and condiments,,1985,ISO,actif,Agriculture & Agroalimentaire
ISO 14285:2014,67.250 - Materials and articles in contact with foodstuffs,,2014,ISO,actif,Agriculture & Agroalimentaire
ISO 7700-2:2011,67.260 - Plants and equipment for the food industry,,2011,ISO,actif,Agriculture & Agroalimentaire
ISO 4800:1977,71.040.20 - Laboratory ware and related apparatus,,1977,ISO,actif,Chimie & Matériaux
ISO 6353-3:1987,71.040.30 - Chemical reagents,,1987,ISO,actif,Chimie & Matériaux
ISO 6145-1:1986,71.040.40 - Chemical analysis,,1986,ISO,actif,Chimie & Matériaux
ISO 5921:1982,71.080.20 - Halogenated hydrocarbons,,1982,ISO,actif,Chimie & Matériaux
ISO 1897-9:1977,71.080.40 - Organic acids,,1977,ISO,actif,Chimie & Matériaux
ISO/R 1843:1970,71.080.60 - Alcohols. Ethers,,1970,ISO,actif,Chimie & Matériaux
ISO 2513:1974,71.080.80 - Aldehydes and ketones,,1974,ISO,actif,Chimie & Matériaux
ISO 2927:1973,71.100.10 - Materials for aluminium production,,1973,ISO,actif,Chimie & Matériaux
ISO 12500-2:2007,71.100.20 - Gases for industrial application,,2007,ISO,actif,Chimie & Matériaux
ISO 1065:1991,71.100.40 - Surface active agents,,1991,ISO,actif,Chimie & Matériaux
ISO 856:2006,71.100.60 - Essential oils,,2006,ISO,actif,Chimie & Matériaux
ISO 8875:1988,73.080 - Non-metalliferous minerals,,1988,ISO,actif,Énergie & Ressources
ISO 10097-2:1999,73.100.30 - Equipment for drilling and mine excavation,,1999,ISO,actif,Énergie & Ressources
ISO/DIS 10753,73.120 - Equipment for processing of minerals,,,ISO,en cours,Énergie & Ressources
ISO/DTS 15926-4,75.020 - Extraction and processing of petroleum and natural gas,,,ISO,en cours,Énergie & Ressources
ISO 6975:1986,75.060 - Natural gas,,1986,ISO,actif,Énergie & Ressources
ISO 2719:1973,75.080 - Petroleum products in general,,1973,ISO,actif,Énergie & Ressources
ISO/CD 6521-3,"75.100 - Lubricants, industrial oils and related products",,,ISO,en cours,Énergie & Ressources
ISO 7745:2010,75.120 - Hydraulic fluids,,2010,ISO,actif,Énergie & Ressources
ISO 587:1997,75.160.10 - Solid fuels,,1997,ISO,actif,Énergie & Ressources
ISO 5163:2005/Cor 1:2008,75.160.20 - Liquid fuels,,2005,ISO,actif,Énergie & Ressources
ISO 23936-2:2011,75.180.01 - Equipment for petroleum and natural gas industries in general,,2011,ISO,actif,Énergie & Ressources
ISO 10414-2:2011,"75.180.10 - Exploratory, drilling and extraction equipment",,2011,ISO,actif,Énergie & Ressources
ISO 6551:1982,75.180.30 - Volumetric equipment and measurements,,1982,ISO,actif,Énergie & Ressources
ISO 4437-2:2014,75.200 - Petroleum products and natural gas handling equipment,,2014,ISO,actif,Énergie & Ressources
ISO 148-3:2008,77.040.10 - Mechanical testing of metals,,2008,ISO,actif,Chimie & Matériaux
ISO 9402:1989,77.040.20 - Non-destructive testing of metals,,1989,ISO,actif,Chimie & Matériaux
ISO 4505:1978,77.040.99 - Other methods of testing of metals,,1978,ISO,actif,Chimie & Matériaux
ISO 7539-10:2013,77.060 - Corrosion of metals,,2013,ISO,actif,Chimie & Matériaux
ISO 7347:1987,77.100 - Ferroalloys,,1987,ISO,actif,Chimie & Matériaux
ISO 3979:1977,77.120.10 - Aluminium and aluminium alloys,,1977,ISO,actif,Chimie & Matériaux
ISO 8287:2000,77.120.20 - Magnesium and magnesium alloys,,2000,ISO,actif,Chimie & Matériaux
ISO 4741:1984,77.120.30 - Copper and copper alloys,,1984,ISO,actif,Chimie & Matériaux
ISO 9388:1992,"77.120.40 - Nickel, chromium and their alloys",,1992,ISO,actif,Chimie & Matériaux
ISO 3816:1976,"77.120.60 - Lead, zinc, tin and their alloys",,1976,ISO,actif,Chimie & Matériaux
ISO 9328-3:2004,77.140.30 - Steels for pressure purposes,,2004,ISO,actif,Chimie & Matériaux
ISO 4345:1977,"77.140.65 - Steel wire, wire ropes and link chains",,1977,ISO,actif,Chimie & Matériaux
ISO 6361-1:1986,77.150.10 - Aluminium products,,1986,ISO,actif,Chimie & Matériaux
ISO/R 1556:1971,77.150.30 - Copper products,,1971,ISO,actif,Chimie & Matériaux
ISO 3369:1975,77.160 - Powder metallurgy,,1975,ISO,actif,Chimie & Matériaux
ISO 4469:1981,"79.040 - Wood, sawlogs and sawn timber",,1981,ISO,actif,Industrie & Mécanique
ISO 16999:2003,79.060.01 - Wood-based panels in general,,2003,ISO,actif,Industrie & Mécanique
ISO 12466-1:2007,79.060.10 - Plywood,,2007,ISO,actif,Industrie & Mécanique
ISO 27769:2016,79.060.20 - Fibre and particle boards,,2016,ISO,actif,Industrie & Mécanique
ISO/NP 2067,79.100 - Cork and cork products,,,ISO,actif,Industrie & Mécanique
ISO 9267:1988,79.120.10 - Woodworking machines,,1988,ISO,actif,Industrie & Mécanique
ISO 10136-5:1993,81.040.01 - Glass in general,,1993,ISO,actif,Chimie & Matériaux
ISO 15165:2001,81.060.30 - Advanced ceramics,,2001,ISO,actif,Chimie & Matériaux
ISO 2477:2005,81.080 - Refractories,,2005,ISO,actif,Chimie & Matériaux
ISO 126:1995,83.040.10 - Latex and raw rubber,,1995,ISO,actif,Chimie & Matériaux
ISO 1435:1996,83.040.20 - Rubber compounding ingredients,,1996,ISO,actif,Chimie & Matériaux
ISO 48:1994/Amd 1:1999,83.060 - Rubber,,1994,ISO,actif,Chimie & Matériaux
ISO 1856:1980,83.100 - Cellular materials,,1980,ISO,actif,Chimie & Matériaux
ISO 3597-3:1993,83.120 - Reinforced plastics,,1993,ISO,actif,Chimie & Matériaux
ISO 9413:2012,83.160.01 - Tyres in general,,2012,ISO,actif,Chimie & Matériaux
ISO 4251-5:1992,83.160.30 - Tyres for agricultural machinery,,1992,ISO,actif,Chimie & Matériaux
ISO 9311-3:2005,83.180 - Adhesives,,2005,ISO,actif,Chimie & Matériaux
ISO 801-2:1994,85.040 - Pulps,,1994,ISO,actif,Industrie & Mécanique
ISO 534:2011,85.060 - Paper and board,,2011,ISO,actif,Industrie & Mécanique
ISO 1520:1973,87.040 - Paints and varnishes,,1973,ISO,actif,Chimie & Matériaux
ISO 787-14:2002,87.060.10 - Pigments and extenders,,2002,ISO,actif,Chimie & Matériaux
ISO 2846-2:2000,87.080 - Inks. Printing inks,,2000,ISO,actif,Chimie & Matériaux
ISO/TS 12720:2014,91.040.01 - Buildings in general,,2014,ISO,actif,Construction & BTP
ISO 8269:1985,91.060.50 - Doors and windows,,1985,ISO,actif,Construction & BTP
ISO/TR 12910:2010,91.080.20 - Timber structures,,2010,ISO,actif,Construction & BTP
ISO 11082:1992,91.080.40 - Concrete structures,,1992,ISO,actif,Construction & BTP
ISO 10545-13:1995,91.100.23 - Ceramic tiles,,1995,ISO,actif,Construction & BTP
ISO 4108:1980,91.100.30 - Concrete and concrete products,,1980,ISO,actif,Construction & BTP
ISO 4486:1985,91.100.40 - Products in fibre-reinforced cement,,1985,ISO,actif,Construction & BTP
ISO 8394-1:2010,91.100.50 - Binders. Sealing materials,,2010,ISO,actif,Construction & BTP
ISO/TR 9774:1990,91.100.60 - Thermal and sound insulating materials,,1990,ISO,actif,Construction & BTP
ISO 10211:2007,91.120.10 - Thermal insulation of buildings,,2007,ISO,actif,Construction & BTP
ISO 140-14:2004/Cor 1:2007,91.120.20 - Acoustics in building. Sound insulation,,2004,ISO,actif,Construction & BTP
ISO 15957:2015,91.140.30 - Ventilation and air-conditioning systems,,2015,ISO,actif,Construction & BTP
ISO 4064-2:1978,91.140.60 - Water supply systems,,1978,ISO,actif,Construction & BTP
ISO 7682:1991,91.140.80 - Drainage systems,,1991,ISO,actif,Construction & BTP
ISO 8100-20:2018,91.140.90 - Lifts. Escalators,,2018,ISO,actif,Construction & BTP
ISO 8322-10:1995,91.200 - Construction technology,,1995,ISO,actif,Construction & BTP
ISO 19720-1:2017,91.220 - Construction equipment,,2017,ISO,actif,Construction & BTP
ISO 17892-6:2017,93.020 - Earthworks. Excavations. Foundation construction. Underground works,,2017,ISO,actif,Construction & BTP
ISO 6600:1980,93.025 - External water conveyance systems,,1980,ISO,actif,Construction & BTP
ISO 11297-3,93.030 - External sewage systems,,,ISO,actif,Construction & BTP
ISO 10472-3:1997,97.060 - Laundry appliances,,1997,ISO,actif,Industrie & Mécanique
ISO 7617-2:2003,97.140 - Furniture,,2003,ISO,actif,Industrie & Mécanique
ISO 3415:1975,97.150 - Floor coverings,,1975,ISO,actif,Industrie & Mécanique
ISO/CD 28399,97.170 - Body care equipment,,,ISO,en cours,Industrie & Mécanique
ISO/FDIS 22702,97.180 - Miscellaneous domestic and commercial equipment,,,ISO,en cours,Industrie & Mécanique
ISO 8124-5:2015,97.200.50 - Toys,,2015,ISO,actif,Industrie & Mécanique
ISO 6288:1980,97.220.20 - Winter sports equipment,,1980,ISO,actif,Industrie & Mécanique
ISO 15188:2001,01.020 - Terminology (principles and coordination),,2001,ISO,actif,Services & Management
ISO 6107-4:1984,01.040.13 - Environment. Health protection. Safety (Vocabularies),,1984,ISO,actif,Services & Management
ISO 4378-3:1983,01.040.21 - Mechanical systems and components for general use (Vocabularies),,1983,ISO,actif,Services & Management
ISO 10286:1992,01.040.23 - Fluid systems and components for general use (Vocabularies),,1992,ISO,actif,Services & Management
ISO 4248:1978,01.040.25 - Manufacturing engineering (Vocabularies),,1978,ISO,actif,Services & Management
ISO 7967-7:2005/Cor 1:2006,01.040.27 - Energy and heat transfer engineering (Vocabularies),,2005,ISO,actif,Services & Management
ISO/CD 10934-1,01.040.37 - Image technology (Vocabularies),,,ISO,en cours,Services & Management
ISO 6726:1988,01.040.43 - Road vehicle engineering (Vocabularies),,1988,ISO,actif,Services & Management
ISO 5284:1986,01.040.53 - Materials handling equipment (Vocabularies),,1986,ISO,actif,Services & Management
ISO 6814:2000,01.040.65 - Agriculture (Vocabularies),,2000,ISO,actif,Services & Management
ISO 18115-1:2013,01.040.71 - Chemical technology (Vocabularies),,2013,ISO,actif,Services & Management
ISO 1382:1982/Add 7:1985,01.040.83 - Rubber and plastics industries (Vocabularies),,1982,ISO,actif,Services & Management
ISO 31-6:1992/Amd 1:1998,01.060 - Quantities and units,,1992,ISO,actif,Services & Management
ISO 10243:2010/Amd 1:2011,01.070 - Colour coding,,2010,ISO,actif,Services & Management
ISO 7001:2007/DAmd 106,01.080.10 - Public information symbols. Signs. Plates. Labels,,2007,ISO,actif,Services & Management
ISO/IEC TR 19765:2007,01.080.50 - Graphical symbols for use on information technology and telecommunications technical drawings and in relevant technical product documentation,,2007,ISO/IEC,actif,Services & Management
ISO 3098-2:1984,01.100.01 - Technical drawings in general,,1984,ISO,actif,Services & Management
ISO 7437:1990,01.100.30 - Construction drawings,,1990,ISO,actif,Services & Management
ISO 9962-3:1994,01.100.40 - Drawing equipment,,1994,ISO,actif,Services & Management
ISO 7775-1:1984,03.060 - Finances. Banking. Monetary systems. Insurance,,1984,ISO,actif,Services & Management
ISO 22325:2016,03.100.01 - Company organization and management in general,,2016,ISO,actif,Services & Management
ISO 13300-1:2006,03.100.30 - Management of human resources,,2006,ISO,actif,Services & Management
ISO 9003:1994/Cor 1:1994,03.100.70 - Management systems,,1994,ISO,actif,Services & Management
ISO/IEC Guide 58:1993,03.120.20 - Product and company certification. Conformity assessment,,1993,ISO/IEC,actif,Services & Management
ISO 14817-1:2015,03.220.01 - Transport in general,,2015,ISO,actif,Services & Management
ISO 14816:2005/DAmd 1,03.220.20 - Road transport,,2005,ISO,actif,Services & Management
ISO 19289:2015,07.060 - Geology. Meteorology. Hydrology,,2015,ISO,actif,Métrologie & Sciences
ISO 6579:1981,07.100.30 - Food microbiology,,1981,ISO,actif,Métrologie & Sciences
ISO 15378:2011,11.040.01 - Medical equipment in general,,2011,ISO,actif,Santé & Médecine
ISO 5359:2014,"11.040.10 - Anaesthetic, respiratory and reanimation equipment",,2014,ISO,actif,Santé & Médecine
ISO 7864:1984,"11.040.20 - Transfusion, infusion and injection equipment",,1984,ISO,actif,Santé & Médecine
ISO 8836:2014,"11.040.25 - Syringes, needles and catheters",,2014,ISO,actif,Santé & Médecine
ISO 5832-9:1992,"11.040.40 - Implants for surgery, prosthetics and orthotics",,1992,ISO,actif,Santé & Médecine
ISO/DTS 20758,11.040.55 - Diagnostic equipment,,,ISO,en cours,Santé & Médecine
ISO/CD 8624,11.040.70 - Ophthalmic equipment,,,ISO,en cours,Santé & Médecine
ISO/TR 13668:1998,11.060.01 - Dentistry in general,,1998,ISO,actif,Santé & Médecine
ISO 3107:1974,11.060.10 - Dental materials,,1974,ISO,actif,Santé & Médecine
ISO 3630-5:2011,11.060.20 - Dental equipment,,2011,ISO,actif,Santé & Médecine
ISO 11138-3:2006,11.080.01 - Sterilization and disinfection in general,,2006,ISO,actif,Santé & Médecine
ISO/DIS 20186-3,11.100.10 - In vitro diagnostic test systems,,,ISO,en cours,Santé & Médecine
ISO 7176-11:2012,11.180.10 - Aids and adaptation for moving,,2012,ISO,actif,Santé & Médecine
ISO 7439:2002,11.200 - Birth control. Mechanical contraceptives,,2002,ISO,actif,Santé & Médecine
ISO/TS 14033:2012,13.020.10 - Environmental management,,2012,ISO,actif,Environnement & Développement durable
ISO/TS 37151:2015,13.020.20 - Environmental economics. Sustainability,,2015,ISO,actif,Environnement & Développement durable
ISO/DIS 22526-2,"13.020.40 - Pollution, pollution control and conservation",,,ISO,en cours,Environnement & Développement durable
ISO 11665-7:2012,13.040.01 - Air quality in general,,2012,ISO,actif,Environnement & Développement durable
ISO 12219-7:2017,13.040.20 - Ambient atmospheres,,2017,ISO,actif,Environnement & Développement durable
ISO 16200-1:2001,13.040.30 - Workplace atmospheres,,2001,ISO,actif,Environnement & Développement durable
ISO 13833:2013,13.040.40 - Stationary source emissions,,2013,ISO,actif,Environnement & Développement durable
ISO 8178-1:2006,13.040.50 - Transport exhaust emissions,,2006,ISO,actif,Environnement & Développement durable
ISO/DIS 18589-6,13.080.01 - Soil quality and pedology in general,,,ISO,en cours,Environnement & Développement durable
ISO 18400-201:2017,13.080.05 - Examination of soils in general,,2017,ISO,actif,Environnement & Développement durable
ISO 13876:2013,13.080.10 - Chemical characteristics of soils,,2013,ISO,actif,Environnement & Développement durable
ISO 16072:2002,13.080.30 - Biological properties of soils,,2002,ISO,actif,Environnement & Développement durable
ISO/TS 15011-5:2006,13.100 - Occupational safety. Industrial hygiene,,2006,ISO,actif,Environnement & Développement durable
ISO 13850:2006,13.110 - Safety of machinery,,2006,ISO,actif,Environnement & Développement durable
ISO 1996-1:2016,13.140 - Noise with respect to human beings,,2016,ISO,actif,Environnement & Développement durable
ISO 5805:1997,13.160 - Vibration and shock with respect to human beings,,1997,ISO,actif,Environnement & Développement durable
ISO/TS 13571:2002,13.220.01 - Protection against fire in general,,2002,ISO,actif,Environnement & Développement durable
ISO 7201:1982,13.220.10 - Fire-fighting,,1982,ISO,actif,Environnement & Développement durable
ISO 6182-10:2006,13.220.20 - Fire protection,,2006,ISO,actif,Environnement & Développement durable
ISO 6718:1991,13.240 - Protection against excessive pressure,,1991,ISO,actif,Environnement & Développement durable
ISO 7503-3:2016,13.280 - Radiation protection,,2016,ISO,actif,Environnement & Développement durable
ISO 11393-6:2007,13.340.10 - Protective clothing,,2007,ISO,actif,Environnement & Développement durable
ISO 10256-2:2016,13.340.20 - Head protective equipment,,2016,ISO,actif,Environnement & Développement durable
ISO/TS 16976-1:2007,13.340.30 - Respiratory protective devices,,2007,ISO,actif,Environnement & Développement durable
ISO 11393-3:1999,13.340.50 - Leg and foot protection,,1999,ISO,actif,Environnement & Développement durable
ISO/DIS 12402-10,"13.340.70 - Lifejackets, buoyancy aids and flotation devices",,,ISO,en cours,Environnement & Développement durable
ISO/CD 5725-4,17.020 - Metrology and measurement in general,,,ISO,en cours,Métrologie & Sciences
ISO 8062:1984,17.040.10 - Limits and fits,,1984,ISO,actif,Métrologie & Sciences
ISO/TS 12181-1:2003,17.040.20 - Properties of surfaces,,2003,ISO,actif,Métrologie & Sciences
ISO 5436-2:2001/Cor 2:2008,17.040.30 - Measuring instruments,,2001,ISO,actif,Métrologie & Sciences
ISO 22432:2011,17.040.40 - Geometrical Product Specification (GPS),,2011,ISO,actif,Métrologie & Sciences
ISO 3507:1999,"17.060 - Measurement of volume, mass, density, viscosity",,1999,ISO,actif,Métrologie & Sciences
ISO 5167-1:1991/Amd 1:1998,17.120.10 - Flow in closed conduits,,1991,ISO,actif,Métrologie & Sciences
ISO 1100-2:1998/Cor 1:2000,17.120.20 - Flow in open channels,,1998,ISO,actif,Métrologie & Sciences
ISO 3743:1988,17.140.01 - Acoustic measurements and noise abatement in general,,1988,ISO,actif,Métrologie & Sciences
ISO 5129:1981,17.140.30 - Noise emitted by means of transport,,1981,ISO,actif,Métrologie & Sciences
ISO 5344:2004/Amd 1:2016,"17.160 - Vibrations, shock and vibration measurements",,2004,ISO,actif,Métrologie & Sciences
ISO 17123-6:2003,17.180.30 - Optical measuring instruments,,2003,ISO,actif,Métrologie & Sciences
ISO 8963:1988,17.240 - Radiation measurements,,1988,ISO,actif,Métrologie & Sciences
ISO 3999-1:2000,19.100 - Non-destructive testing,,2000,ISO,actif,Métrologie & Sciences
ISO 9277:2010,19.120 - Particle size analysis. Sieving,,2010,ISO,actif,Métrologie & Sciences
ISO 2903:1993,21.040.10 - Metric screw threads,,1993,ISO,actif,Industrie & Mécanique
ISO/DIS 3548-2,21.100.10 - Plain bearings,,,ISO,en cours,Industrie & Mécanique
ISO/R 200:1961,21.100.20 - Rolling bearings,,1961,ISO,actif,Industrie & Mécanique
ISO 14694:2003/Amd 1:2010,21.120.40 - Balancing and balancing machines,,2003,ISO,actif,Industrie & Mécanique
ISO 4468:1982,21.200 - Gears,,1982,ISO,actif,Industrie & Mécanique
ISO 4183:1980,21.220.10 - Belt drives and their components,,1980,ISO,actif,Industrie & Mécanique
ISO 10823:2004,21.220.30 - Chain drives and their components,,2004,ISO,actif,Industrie & Mécanique
ISO 7866:2012,23.020.35 - Gas cylinders,,2012,ISO,actif,Industrie & Mécanique
ISO/CD 21014,23.020.40 - Cryogenic vessels,,,ISO,en cours,Industrie & Mécanique
ISO 8233:1988,23.060.01 - Valves in general,,1988,ISO,actif,Industrie & Mécanique
ISO 17769-1:2012,23.080 - Pumps,,2012,ISO,actif,Industrie & Mécanique
ISO 6072:2002,23.100.01 - Fluid power systems in general,,2002,ISO,actif,Industrie & Mécanique
ISO/WD 8426,23.100.10 - Pumps and motors,,,ISO,actif,Industrie & Mécanique
ISO 6022:2006,23.100.20 - Cylinders,,2006,ISO,actif,Industrie & Mécanique
ISO 4079:1978,23.100.40 - Piping and couplings,,1978,ISO,actif,Industrie & Mécanique
ISO 6953-1:1990,23.100.50 - Control components,,1990,ISO,actif,Industrie & Mécanique
ISO 3723:2015,"23.100.60 - Filters, seals and contamination of fluids",,2015,ISO,actif,Industrie & Mécanique
ISO 9803-1:2007,23.160 - Vacuum technology,,2007,ISO,actif,Industrie & Mécanique
ISO 20140-1:2013,25.040.01 - Industrial automation systems in general,,2013,ISO,actif,Industrie & Mécanique
ISO 6983-1:1982,25.040.20 - Numerically controlled machines,,1982,ISO,actif,Industrie & Mécanique
ISO 10218-1:2006/Cor 1:2007,25.040.30 - Industrial robots. Manipulators,,2006,ISO,actif,Industrie & Mécanique
ISO/TS 8000-130:2009,25.040.40 - Industrial process measurement and control,,2009,ISO,actif,Industrie & Mécanique
ISO 3442-2:2005,25.060.20 - Dividing and tool-workpiece holding devices,,2005,ISO,actif,Industrie & Mécanique
ISO 447:1984,25.080.01 - Machine tools in general,,1984,ISO,actif,Industrie & Mécanique
ISO 9182-5:1992,25.120.10 - Forging equipment. Presses. Shears,,1992,ISO,actif,Industrie & Mécanique
ISO 10072:1993,25.120.30 - Moulding equipment,,1993,ISO,actif,Industrie & Mécanique
ISO 2725:1973,25.140.01 - Hand-held tools in general,,1973,ISO,actif,Industrie & Mécanique
ISO 8662-10:1998,25.140.10 - Pneumatic tools,,1998,ISO,actif,Industrie & Mécanique
ISO 2936:2001/Cor 1:2007,25.140.30 - Hand-operated tools,,2001,ISO,actif,Industrie & Mécanique
ISO 9606-3:1999,"25.160.01 - Welding, brazing and soldering in general",,1999,ISO,actif,Industrie & Mécanique
ISO 9956-11:1996,25.160.10 - Welding processes,,1996,ISO,actif,Industrie & Mécanique
ISO 2560:1973,25.160.20 - Welding consumables,,1973,ISO,actif,Industrie & Mécanique
ISO 5172:2006,25.160.30 - Welding equipment,,2006,ISO,actif,Industrie & Mécanique
ISO 3690:2000,25.160.40 - Welded joints and welds,,2000,ISO,actif,Industrie & Mécanique
ISO 9455-10:2012,25.160.50 - Brazing and soldering,,2012,ISO,actif,Industrie & Mécanique
ISO 8502-10:1999,25.220.10 - Surface preparation,,1999,ISO,actif,Industrie & Mécanique
ISO 2360:2017,25.220.20 - Surface treatment,,2017,ISO,actif,Industrie & Mécanique
ISO 3046-4:2009,27.020 - Internal combustion engines,,2009,ISO,actif,Énergie & Ressources
ISO 10494:2018,27.040 - Gas and steam turbines. Steam engines,,2018,ISO,actif,Énergie & Ressources
ISO 16358-2:2013/Cor 1:2013,27.080 - Heat pumps,,2013,ISO,actif,Énergie & Ressources
ISO 9279:1992,27.120.30 - Fissile materials and nuclear fuel technology,,1992,ISO,actif,Énergie & Ressources
ISO 22975-3:2014,27.160 - Solar energy engineering,,2014,ISO,actif,Énergie & Ressources
ISO 18134-1:2015,27.190 - Biological sources and alternative sources of energy,,2015,ISO,actif,Énergie & Ressources
ISO 8528-9:2017,29.160.40 - Generating sets,,2017,ISO,actif,Électricité & Électronique
ISO/CD 11551,31.260 - Optoelectronics. Laser equipment,,,ISO,en cours,Électricité & Électronique
ISO/IEC 13868:2003,33.040.35 - Telephone networks,,2003,ISO/IEC,actif,Informatique & Technologies
ISO 11452-3:2001,33.100.20 - Immunity,,2001,ISO,actif,Informatique & Technologies
ISO/IEC 2382-14:1997,35.020 - Information technology (IT) in general,,1997,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 9798-2:2008/Cor 1:2010,35.030 - IT Security,,2008,ISO/IEC,actif,Informatique & Technologies
ISO 6093:1985,35.040.10 - Coding of character sets,,1985,ISO,actif,Informatique & Technologies
ISO/IEC 15444-1:2000/Amd 1:2002,35.040.30 - Coding of graphical and photographical information,,2000,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 13818-1:1996/Amd 4:1998,"35.040.40 - Coding of audio, video, multimedia and hypermedia information",,1996,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 11179-5:2015,35.040.50 - Automatic identification and data capture techniques,,2015,ISO/IEC,actif,Informatique & Technologies
