code,nom,description,version,organisme,statut,secteur
"ISO/TC 35/SC 14","Systèmes de peinture protectrice pour les structures en acier","Standardization in the field of corrosion protection of steel structures by paints and varnishes. This includes classification of environments and durability, paint system design, specification development, application, and supervision of paint work.",1991,ISO,actif,"Industrie & Mécanique"
"ISO/TC 37","Langage et terminologie","Standardization of descriptions, resources, technologies and services related to terminology, translation, interpreting and other language-based activities in the multilingual information society.",1947,ISO,actif,"Services & Management"
"ISO/TC 37/SC 3","Gestion des ressources terminologiques","Standardization of the specification, design and interoperability of terminology resources.",1985,ISO,actif,"Services & Management"
"ISO/TC 37/SC 4","Gestion des ressources linguistiques","Standardization of the modelling, specification, design, documentation and encoding of digital language resources to enable integration, interchange and replicability.",2001,ISO,actif,"Services & Management"
"ISO/TC 37/SC 5","Traduction, interprétation et technologies apparentées","Standardization in the field of translation, interpreting, as well as translation and interpreting related technology, technical writing, content management, localization, globalization, internationalization.",2012,ISO,actif,"Services & Management"
"ISO/TC 38/SC 23","Fibres et fils","Standardization of terminology, test methods, specifications and quality labelling of fibres and yarns.",1998,ISO,actif,"Industrie & Mécanique"
"ISO/TC 38/SC 24","Atmosphères de conditionnement et essais physiques des étoffes","Standardization of atmospheres for conditioning and testing of textiles and their related terminology, physical test methods of fabrics and digital measurements of fabrics.",1999,ISO,actif,"Industrie & Mécanique"
"ISO/TC 39/SC 10",Sécurité,,2003,ISO,actif,"Sécurité & Protection"
"ISO/TC 43",Acoustique,"Standardization in the field of acoustics, including methods of measuring acoustical phenomena, their generation, transmission and reception, and all aspects of their effects on humans and their environment. Excluded : electro-acoustics and the implementation of specifications of the characteristics of measuring instruments for acoustic purposes.",1947,ISO,actif,"Sécurité & Protection"
"ISO/TC 43/SC 2","Acoustique des bâtiments",,1984,ISO,actif,"Sécurité & Protection"
"ISO/TC 43/SC 3","Acoustique sous-marine","Standardization in the field of underwater acoustics (including natural, biological, and anthropogenic sound), including methods of measurement and assessment of the generation, propagation and reception of underwater sound and its reflection and scattering in the underwater environment including the seabed, sea surface and biological organisms, and also including all aspects of the effects of underwater sound on the underwater environment, humans and aquatic life.",2011,ISO,actif,"Sécurité & Protection"
"ISO/TC 44/SC 9","Santé et sécurité","Standardization of occupational health and safety in welding and related processes. This includes requirements on machines, equipment and devices and their connections in order to: minimize, detect, remove and separate hazardous substances resulting from welding and allied processes; protect personnel against hazards in the welding environment (e.g. radiation, noise, vibration, mechanical, optical, thermal hazards); It also includes measuring and testing procedures e.g. extraction efficiency.",1976,ISO,actif,"Santé & Médecine"
"ISO/TC 46","Information et documentation","Standardization of practices relating to libraries, documentation and information centres, publishing, archives, records management, museum documentation, indexing and abstracting services, and information science.",1947,ISO,actif,"Services & Management"
"ISO/TC 46/SC 4","Interopérabilité technique","Standardization of protocols, schemas, etc., and related models and metadata for processes used by information organizations and content providers, including libraries, archives, museums, publishers, and other content producers.",1981,ISO,actif,"Services & Management"
"ISO/TC 46/SC 8","Qualité - Statistiques et évaluation de la performance","Standardization of quantitative and qualitative data for the management of information organizations and content providers, e.g., libraries, archives, museums and publishers.",1987,ISO,actif,"Métrologie & Sciences"
"ISO/TC 46/SC 9","Identification et description","Standardization of information identifiers, description and associated metadata and models for use in information organizations (including libraries, museums and archives) and the content industries (including publishing and other content producers and providers).",1987,ISO,actif,"Services & Management"
"ISO/TC 46/SC 10","Exigences pour le  stockage et la conservation des documents","Standardization of requirements for storage and use of documents in libraries, archives and documentation centers, as well as practices related to maintenance and improvement of the conditions of preservation.",2005,ISO,actif,"Services & Management"
"ISO/TC 46/SC 11","Archives/Gestion des documents d'activité","Standardization of principles for the creation and management of documents, records and archives as evidence of transactions and covering all media including digital multimedia and paper.",1998,ISO,actif,"Services & Management"
"ISO/TC 48","Équipement de laboratoire","Standardization of devices and furniture for laboratory purposes, with respect to principles and to materials of construction, performance, dimensions and testing, as well as the terms and definitions used in connection therewith. The standardization of laboratory devices includes laboratory supplies, apparatus, electrical and non-electrical instruments. The standardization of laboratory furniture includes benches, specialist seating, laboratory storage units, media supply, taps, fittings and...",1947,ISO,actif,"Industrie & Mécanique"
"ISO/TC 48/SC 8","Instruments de mesure du volume","Standardization of devices for laboratory purposes including apparatus, instruments and associated supplies which are used to measure volume, with respect to operational and measurement principles, materials of construction, performance, dimensions, marking, testing, as well as the terms and definitions used in connection therewith.",2024,ISO,actif,"Métrologie & Sciences"
"ISO/TC 48/SC 9","Mobilier de laboratoire","Standardization of all furniture for laboratory purposes, ventilated and chemical/gas storage cupboards, cabinets and fume containment devices as well as laboratory associated ventilation with respect to principles and to materials of construction, product safety, performance, dimensions and testing, as well as to terms and definitions for use in connection therewith. Excluded: general furniture included in the scope of ISO/TC 136 integration of equipment in laboratories",2024,ISO,actif,"Santé & Médecine"
"ISO/TC 48/SC 10","Dispositifs microfluidiques","Standardization in the field of microfluidic devices with respect to their design, fabrication andcharacterization. This includes standardization of material selection, fabrication techniques,definition of performance criteria for device qualification and creation of measurement andtesting protocols to ensure reliability and reproducibility",2026,ISO,actif,"Métrologie & Sciences"
"ISO/TC 58","Bouteilles à gaz","Standardization of gas cylinders and other pressure receptacles, their fittings and requirements relating to their manufacture and use. Excluded: Cryogenic vessels (ISO/TC 220) and aerosol containers. NOTE: Pressure receptacles, cryogenic receptacles and aerosols are defined in the international regulations for the transport of dangerous goods by sea, air, road and rail and in the United Nations Recommendations on the Transport of Dangerous Goods, Model Regulations (ST/SG/AC.10/1 as amended f...",1947,ISO,actif,"Industrie & Mécanique"
"ISO/TC 58/SC 2","Accessoires de bouteilles","Under the direction of ISO/TC 58 the standardization of • The design and testing of valves, fittings and accessories (including flexible hoses), valve protection guards and caps, connection threads for gas cylinders and other transportable pressure receptacles, (e.g. bundles of cylinders). •Test and calculation methods to determine the fire potential (including oxidizing ability), toxicity and tissue corrosiveness of gases and gas mixtures.",1980,ISO,actif,"Industrie & Mécanique"
"ISO/TC 58/SC 3","Construction des bouteilles","Under the direction of ISO/TC 58 the standardization of: • Gas cylinders and other pressure receptacles, relating to their design, construction, testing and inspection at time of manufacture.",1984,ISO,actif,"Construction & BTP"
"ISO/TC 59","Bâtiments et ouvrages de génie civil","Standardization in the field of buildings and civil engineering works, of: general terminology; organization of information in the processes of design, manufacture and construction; general geometric requirements for buildings, building elements and components including modular coordination and its basic principles, general rules for joints, tolerances and fits, performance and test standards for sealants; general rules for other performance requirements, including functional and user require...",1947,ISO,actif,"Construction & BTP"
"ISO/TC 59/SC 2","Terminologie et harmonisation des langues","Standardization of terminology in the field of buildings and civil engineering works, comprising general terminology and terminology for specific topics within the scope of ISO/TC 59 or otherwise relevant but not falling with the scope of any other technical committee. ISO/TC 59/SC 2 will work toward: Encouraging the preparation of national versions of ISO/TC 59/SC 2 vocabularies Establishing common sets of terms as support for a common language and ease of communication using clear and conci...",1982,ISO,actif,"Services & Management"
"ISO/TC 59/SC 8",Mastics,"Standardization in the field of buildings and civil engineering regarding: general terminology; test methods; performance specifications; and technical reports related to functional and user requirements of flexible sealing materials. Exclusion: Cementitious/mineral material (e.g., grouts)",1980,ISO,actif,"Construction & BTP"
"ISO/TC 59/SC 13","Organisation et numérisation des informations relatives aux bâtiments et ouvrages de génie civil, y compris  modélisation des informations de la construction (BIM)","SC 13 is charged by TC 59 to focus on international standardization of information through the whole life cycle of buildings and infrastructure across the built environment to enable interoperability of information; to deliver a structured set of standards, specifications and reports to define, describe, exchange, monitor, record and securely handle information, semantics and processes, with links to geospatial and other related built environment information; to enable object-related digital ...",1987,ISO,actif,"Construction & BTP"
"ISO/TC 59/SC 14","Prévision de la durée de vie","Standardization in the field of Service LifePlanning and Design Life of buildings andconstructed assets during the period forwhich they are intended to remain functionaland meet their designed performancerequirements'. Note: Service life planning for buildingsinvolves the strategic and systematicconsideration of a building's life cycle,encompassing its design, construction,commissioning, operation, maintenance,and eventual disposal or reuse. This is toensure an adequate level of performance o...",1997,ISO,actif,"Construction & BTP"
"ISO/TC 59/SC 15","Cadre de travail pour la spécification de la performance dans les bâtiments pour résidence","Standardization in the field of basic performance standards on building construction including general rules for performance requirements for buildings as a whole and for subsystems, e.g., building elements, focusing on performance description and requirements, user requirements, and the means to evaluate housing and other types of building solutions. A special emphasis is placed on developing housing performance descriptions on aspects (e.g., for trading of houses as a whole), such as: Struc...",1997,ISO,actif,"Construction & BTP"
"ISO/TC 59/SC 16","Accessibilité et fonctionnalité des environnements construits","Standardization of accessibility in the built environment to ensure usability for the widest range of people",2001,ISO,actif,"Environnement & Développement durable"
"ISO/TC 59/SC 17","Développement durable dans les bâtiments et les ouvrages de génie civil","Standardization in the field of sustainability of new and existing construction works in the context of the UN Sustainable Development Goals and climate change mitigation and adaptation. The environmental, economic, and social aspects of sustainability and circular economy are included as appropriate.",2002,ISO,actif,"Énergie & Ressources"
"ISO/TC 59/SC 18","Marchés de construction","Standardization of the conceptual framework and characteristics for procurement processes, methods and procedures for the construction, renovation, refurbishment, alteration, maintenance and demolition of construction works including: the flow of information from the business case through to the completion and feedback on the lessons learned; funding options, selection methods, pricing methods, and contracting methods; the role of the client in the delivery of projects, and control frameworks...",2015,ISO,actif,"Construction & BTP"
"ISO/TC 59/SC 19","'Prefabricated building'","Standardization in the field of prefabricated building, of: general terminology and metrics, including fire stopping and seismic, watertightness, physical properties, value proposition, taxonomy; general requirements for planning, design and offsite production of prefabricated buildings, including types of structural system, integrated design and finish/fit-out; general requirement for digitalization, including digital intelligent production management, associated bill of materials and proces...",2021,ISO,actif,"Construction & BTP"
"ISO/TC 59/SC 20","Résilience des bâtiments et des ouvrages de génie civil","Standardization in addressing resilience in design of built environment to reduce risks induced by hazards, whether natural or man-made, and changing environment. excluded: — resilience of cities and communities (in ISO/TC 268 Sustainable cities and communities) — emergency management (in ISO/TC 292 Security and resilience)",2023,ISO,actif,"Construction & BTP"
"ISO/TC 61/SC 2","Comportement mécanique","Standardization of methods for measuring mechanical behavior and properties of plastics, including static mechanical behavior, hardness and surface properties, impact and high‐speed properties, temperature‐dependent mechanical behavior, and fracture and fatigue behavior. Standards for the dimensions of test specimens as well as acquisition and presentation of data also falls in the scope of SC 2. Excluded: unless otherwise agreed, tests specific to one product. Note 1: SC 2 is one of the sub‐...",1981,ISO,actif,"Industrie & Mécanique"
"ISO/TC 61/SC 4","Comportement au feu","All standardization and guidance on measurements of the fire properties of plastics, plastic Composites, semi‐finished products and finished products containing plastics. This includes, but is not limited to measurement of ignition, fire growth (flame spread, heat release), smoke and corrosive products and fire resistance of plastics, plastic composites and semi‐finished and finished products containing plastics in small scale tests and larger scale tests. All standardization and guidance on ...",1981,ISO,actif,Maritime
"ISO/TC 61/SC 6","Vieillissement et résistance aux agents chimiques et environnants","All standardization activities in the field of plastics relating to ageing, chemical and environmental resistance. This includes in particular, but not limited to, standardization of atmospheres for conditioning and testing, of test methods for natural and artificial weathering, for exposure to natural and artificial solar radiation, for exposure to the environment (such as heat, salt mist, microorganisms), for the determination of fungistatic, antiviral and antibacterial activities. The test...",1981,ISO,actif,"Industrie & Mécanique"
"ISO/TC 61/SC 11",Produits,"Standardization in the field of plastic products, including their terminology, processing by assembly, in particular, but not limited to joining techniques by means of polymeric adhesives, sealing, mechanical joining or welding. Excluded: rubber, lacquers, coatings and Cellular plastics. Note 1: By agreement, standards in relation to thermoplastic elastomers are developed and maintained by ISO/TC 45 and by ISO/TC 61. Note 2: Standardization of polymeric adhesives is not limited to plastics bo...",1981,ISO,actif,"Industrie & Mécanique"
"ISO/TC 61/SC 14","Aspects liés à l'environnement","All standardization activities in the field of plastics relating to environmental and sustainability aspects. The focus is on, but not limited to biobased plastics, biodegradability, environmental footprint incl. carbon footprint, resource efficiency incl. circular economy, characterization of plastics leaked into the environment incl. microplastics, waste management incl. organic, mechanical and chemical recycling",2017,ISO,actif,"Environnement & Développement durable"
"ISO/TC 67","Industries du pétrole et du gaz, y compris les énergies à faible teneur en carbone","Standardization in the field of the oil & gas industry, including, petrochemical and lower carbon energyactivities Excluded: aspects related to the Petroleum and related products, fuels and lubricants from natural orsynthetic sources being covered in ISO/TC 28; aspects related to Natural gas being covered in ISO/TC 193; aspects related to hydrogen technologies being covered in ISO/TC 197; aspects related to biogas being covered in ISO/TC 255; aspects related to Carbon dioxide capture, transpo...",1947,ISO,actif,"Énergie & Ressources"
"ISO/TC 67/SC 2","Systèmes de transport par conduites","Standardization in the field of pipeline transportation of fluids specific for oil and gas industries including lower carbon energy activities. Objects of standardization comprise the following elements of the on-land and offshore pipelines: pipeline system as a whole including gathering lines and distribution piping, line pipe (excluding: ferrous metal pipes and metallic fittings related to ISO/TC 5, aluminium alloy pipes related to ISO/TC67/WG5), valves and their equipment (including actuat...",1992,ISO,actif,Maritime
"ISO/TC 67/SC 4","Equipements de forage, de production et d'injection","Standardization of drilling, production and injection equipment used in the oil and gas industries, including lower carbon energy.",1991,ISO,actif,"Énergie & Ressources"
"ISO/TC 67/SC 5","Tubes de cuvelage, tubes de production et tiges de forage","Standardization of casing, tubing and drill pipe for petroleum and natural gas industries including lower carbon energy activities.",1988,ISO,actif,"Industrie & Mécanique"
"ISO/TC 67/SC 6","Equipements des procédés, tuyauteries, systèmes, et sécurité qui y est rattachée","Standardization of process equipment, piping, systems, and process safety for oil and gas industries including petrochemical and lower carbon energy activities.",1988,ISO,actif,"Industrie & Mécanique"
"ISO/TC 67/SC 7","Structures en mer","Standardization in the field of offshore structures used in the oil & gas and lower carbon energy industries, which includes as it pertains to the substructure (for generation and substations) for: Oil and gas Offshore structures for use of lower carbon/renewable energy production (e.g., wind, wave) Offshore CO2, H2, NH3 storage Platform re-use in new locations and/or re-purposed Installation and removal Life extension Exclusions: Aspects of offshore structures subject to IMO [International M...",1988,ISO,actif,"Énergie & Ressources"
"ISO/TC 67/SC 8","Opérations en Arctique","Standardization of operations associated with exploration, production and processing of hydrocarbons in onshore and offshore arctic regions, and other locations characterized by low ambient temperatures and the presence of ice, snow and/or permafrost. The work will be executed in coordination with the relevant ISO/TC 67 subcommittees and work groups. Excluded: Requirements for offshore pipelines that are under SC 2, requirements for offshore structures that are under SC 7.",2011,ISO,actif,"Énergie & Ressources"
"ISO/TC 67/SC 9","Installations de production, de transport et de stockage de gaz liquéfiés cryogéniques","Developing and maintaining standards in the field of installations, equipment and procedures used in production, transportation, transfer, storage, regasification facilities of cryogenic liquefied gases, taking into account safety and emissions. Cryogenic liquefied gases are: (a) gas at 50 °C has a vapour pressure greater than 300 kPa (3 bar); or (b) completely gaseous at 20 °C at the standard pressure of 101.3 kPa. Standardization covers the supply chain from the inlet to the outlet of the r...",2015,ISO,actif,Maritime
"ISO/TC 67/SC 10","Récupération assistée du pétrole","Standardization of “Enhanced Oil Recovery” as applied to onshore and offshoreand other EOR technologies. exclusion: aspects related to CO2 capture, transportation, and geological storage beingcovered by ISO/TC 265.",2022,ISO,actif,"Énergie & Ressources"
"ISO/TC 68","Services financiers","Standardization in the field of banking, securities and other financial services.",1972,ISO,actif,"Services & Management"
"ISO/TC 68/SC 2","Services financiers, sécurité","Standardization for information security management and operations in financial services, excluding security and operations in reference data for financial services (covered by TC 68/SC 8) and information exchange for financial services (covered by TC 68/SC 9).",1981,ISO,actif,"Sécurité & Protection"
"ISO/TC 68/SC 8","Données de référence pour les services financiers","Standardization in the field of reference data for financial services",2017,ISO,actif,"Informatique & Technologies"
"ISO/TC 68/SC 9","Echange d’informations pour les services financiers","Standardization in the field of information exchange for financial services",2017,ISO,actif,"Services & Management"
"ISO/TC 69","Application des méthodes statistiques","Standardization in the application of statistical methods, including generation, collection (planning and design), analysis, presentation and interpretation of data. Note: ISO Council, by Council Resolution 12 / 1959 and Council Resolution 26 / 1961 has entrusted ISO / TC 69 with the function of advisor to all ISO technical committees in matters concerning the application of statistical methods in standardization.",1948,ISO,actif,"Services & Management"
"ISO/TC 69/SC 4","Application de méthodes statistiques au management de produits et de processus","Standardisation in the field of the application of statistical methods in productand process management, especially with regard to• the implementation of statistical process control (SPC),• measurement and production process capability and performance, and• control charts and their application",1981,ISO,actif,"Services & Management"
"ISO/TC 69/SC 5","Échantillonnage en vue d'acceptation","Standardization of acceptance sampling including: Sampling procedures for inspection by attributes Sampling procedures and charts for inspection by variables for percentnonconforming Audit sampling Random sampling and randomization procedures The large discrete manufacturing industries, in particular, defence, aerospace and automotive, were the main target of the SC 5 standards. The current focus of SC 5 is expanding to industries like pharma, food, medical devices, financial auditing and ser...",1980,ISO,actif,"Métrologie & Sciences"
"ISO/TC 69/SC 6","Méthodes et résultats de mesure","Standardization in the field of application of statistical methods related toqualitative and quantitative results from testing and measurement methods.Applications include performance evaluation of testing and measurementTC69 Revised SC Scopes for Review methods, performance evaluation of laboratories and measurement uncertainty evaluation.",1981,ISO,actif,"Métrologie & Sciences"
"ISO/TC 69/SC 7","Applications de techniques statistiques, ou de techniques associées, pour la mise en oeuvre de Six Sigma","Standardization of statistical methods and related techniques - including Six Sigma, Lean, and other process improvement methodologies - to empower and sustain transformation for excellence in processes, products, services, and both manufacturing and transactional applications.",2008,ISO,actif,"Services & Management"
"ISO/TC 69/SC 8","Application de méthodologies statistiques et connexes pour le développement de nouvelles technologies et de nouveaux produits","Standardization in the field of the application of statistical and related proceduresfor new technology and products including private or public services developmentsto optimize their values from the viewpoints of customers, users, and/or societies.",2009,ISO,actif,"Services & Management"
"ISO/TC 70","Moteurs à combustion interne","Standardization in the field of reciprocating and rotary displacement internal combustion engines, including definitions, performance / tests and special requirements, taking into account the relationship between engine and driven machinery and environment. Excluded: reciprocating and rotary displacement engines used to propel road vehicles and aircraft.",1949,ISO,actif,"Industrie & Mécanique"
"ISO/TC 70/SC 8","Mesurage des émissions de gaz d'échappement","Standardization in the field of exhaust gas emission measurement for internal combustion engines, including definitions, tests and calculation methods, with a focus on ensuring the best possible accuracy as well as applicability for various fuels and engine sizes.",1992,ISO,actif,"Énergie & Ressources"
"ISO/TC 71/SC 3","Fabrication du béton et exécution des structures en béton","Standardization in the field of concrete production to obtain the required performance with respect to properties in the fresh and hardened state including strength, durability as well as standards for the prime constituent materials except cement. Standardization for the execution of concrete structures, and for operations in the construction process such as grouting of prestressing systems.",1983,ISO,actif,"Construction & BTP"
"ISO/TC 71/SC 4","Prescriptions de performance pour le béton structural","Standardization of performance requirements for structural concrete used in construction works of different structures, including: Development and coordination of basic performance requirements for concrete structures, according to type, function and environment; Determination and systematization of the main structural parameters and conditions that need to be considered in the design, construction, inspection and quality acceptance; Determination of criteria for structural safety, serviceabi...",1995,ISO,actif,"Construction & BTP"
"ISO/TC 71/SC 6","Matériaux non traditionnels d'armature pour structures en béton","Standardization in the filed of non-traditional reinforcing materials for concrete structures include 1) long fiber for reinforcing and/or prestressing concrete 2) short fibers for fiber reinforced concrete /FRC) and 3) epoxy coated steel bars Other existing materials which are not in the list or new materials which will be developed in future may be included. These materials are supposed to be applied to new constructions and/or repair on strengthening of existing concrete structures. In ord...",2000,ISO,actif,"Construction & BTP"
"ISO/TC 71/SC 7","Entretien et réparation des structures en béton","Standardization in the field of maintenance and repair of concrete structures including : conceptual framework for maintenance of concrete structures under performance-based system steps that should be taken in the case of design and construction of new structures to facilitate maintenance operations nondestructive testing evaluation, repair, restoration of strength of deteriorated concrete structures, especially considering that several NDT tools are specific to certain mechanisms of deterio...",2004,ISO,actif,"Construction & BTP"
"ISO/TC 71/SC 8","Management environnemental du béton et des structures en béton","Standardization in the field of environmental management for both new and existing concrete and concrete structures including (1) general framework, principles and requirements for considerations of environmental aspects into concrete and concrete structures, (2) preparation of inventory data and system boundaries, (3) environmental evaluation of concrete production, execution, maintenance, demolishment and reuse of concrete structures, and recycling of concrete, (4) environmental labels and ...",2007,ISO,actif,"Environnement & Développement durable"
"ISO/TC 72/SC 8","Exigences de sécurité pour le matériel textile",,1997,ISO,actif,"Industrie & Mécanique"
"ISO/TC 76","Appareils de transfusion, de perfusion et d'injection et appareils destinés au traitement du sang à usage médical et pharmaceutique","Standardization of containers (such as infusion bottles and bags, injection vials, ampoules, glass cylinders, cartridges, prefillable syringes, etc.) application systems (such as giving sets, non-electrically driven portable infusion devices, blood collection systems, etc.) and accessories for infusion, transfusion, injection and blood processing in blood banks, terms, definitions, requirements and test methods for these devices, specifications and test methods for quality and performance of ...",1951,ISO,actif,"Santé & Médecine"
"ISO/TC 82/SC 7","Fermeture et gestion de la restauration des mines","Standardization of environmental, social and governance aspects of mining to: minimize the negative impacts from mining through its life cycle and transition to post-mining land use, take action to combat climate change and its impacts, develop sustainable benefits and opportunities for local and regional communities, respect community cultural connections to places, adopt a long-term view that ensures inter-generational equity, embrace opportunities for innovation by adopting the principles ...",2013,ISO,actif,"Environnement & Développement durable"
"ISO/TC 83","Matériel et équipements de sports et autres activités de loisirs","Standardization of terms, dimensions, tolerances, functional, operational, maintenance, training, performance and safety requirements, as well as their testing, including related test equipment for physical (including traditional) and virtual (including e-sports) sports. Development and maintenance of standards for: sports and recreational facilities and equipment including those for recreational purposes (e.g. ropes courses, playgrounds, inflatables, water slides, camping tents, recreational...",1955,ISO,actif,"Industrie & Mécanique"
"ISO/TC 85","Énergie nucléaire, technologies nucléaires, et radioprotection","Standardization in the field of peaceful applications of nuclear energy, nuclear technologies and in the field of the protection of individuals and the environment against all sources of ionising radiations.",1956,ISO,actif,"Environnement & Développement durable"
"ISO/TC 85/SC 2",Radioprotection,"Standardization in the field of the protection of individuals (workers, patients, members of the public) and the environment against all sources of ionizing radiations in planned, existing or emergency exposure situations linked to nuclear activities, medical activities, industrial activities, research activities and natural radiation sources. It includes notably standardization for the design and use of equipment/systems/sources, metrology of radiation, dosimetry and related protocols, monit...",1980,ISO,actif,"Sécurité & Protection"
"ISO/TC 85/SC 5","Installations nucléaires, procédés et technologies","Standardization and promotion of good practices associated with the planning, design, construction, operation and decommissioning of installations, processes and technologies involving radioactive materials Nuclear installations, processes and technologies include: the Fuel Cycle including mining, ex-reactor nuclear criticality safety, analytical methodologies, transport of radioactive materials, materials characterisation, radioactive waste management, decommissioning and geological disposal...",1982,ISO,actif,"Énergie & Ressources"
"ISO/TC 85/SC 6","Technologie du réacteur","The scope covers standardization in the field of nuclear power plants and research reactors. The scope includes: Calculation, analysis and measurements in support of physics of power reactor core design and operation. Siting, design, construction, operation and decommissioning. Siting includes all types of nuclear installations and all topics such as flooding, seismic hazards, etc. Research reactors include a large variety of facilities : production of neutron beams, irradiation of specimens,...",1995,ISO,actif,"Énergie & Ressources"
"ISO/TC 86","Froid et climatisation","Standardization in the fields of refrigeration and air-conditioning, including terminology, mechanical safety, methods of testing and rating equipment, measurement of sound levels, refrigerant and refrigeration lubricant chemistry, with consideration given to environmental protection. The scope includes factory-assembled air-conditioners (cooling), heat pumps, dehumidifiers, refrigerants, and refrigerant reclaiming and recycling equipment as well as other devices, components and equipment suc...",1957,ISO,actif,"Environnement & Développement durable"
"ISO/TC 86/SC 1","Exigences de sécurité et d'environnement relatives aux systèmes frigorifiques","Standardization of safety requirements for the design, construction, installation, testing, operation, maintenance, repair and disposal of refrigeration, air conditioning, and heat pump systems which are intended to minimize hazards to people, property and the environment.",1983,ISO,actif,"Environnement & Développement durable"
"ISO/TC 86/SC 6","Essai et étalonnage des climatiseurs et pompes à chaleur","Standardization for the performance of air conditioning systems and heat pumps, ducted and ductless, including air-side energy recovery ventilation systems. Both heat source and sink include air and liquid (water including ground source). The performance evaluation targets capacity, input, and energy efficiency at full load conditions as well as part load conditions to calculate seasonal efficiency. Test conditions, test methods, and calculation methods are specified for these products and ev...",1980,ISO,actif,"Métrologie & Sciences"
"ISO/TC 86/SC 7","Essais et point nominal des meubles frigorifiques de vente","Standardization in the fields of Commercial and Professional Refrigerating Appliances and Systems for refrigeration, preparation, catering retail and wholesale of food and beverage and related products, with respect to performance requirements and related test methods; requirements and test methods for determination of energy consumption. Industrial scale production plants are excluded. Safety and Environmental matters are excluded.",1981,ISO,actif,"Métrologie & Sciences"
"ISO/TC 89","Panneaux à base de bois","Standardization in the field of panels such as fibreboards, particle boards and plywood based on lignocellulosic materials (derived from wood or other materials) including terminology, classification, dimensions, test methods and quality requirements.",1957,ISO,actif,"Industrie & Mécanique"
"ISO/TC 92","Sécurité au feu","Standardization of the methods of assessing fire hazards and fire risk to life and to property; the contribution of design, materials, building materials, products and components to fire safety and methods of mitigating the fire hazards and fire risks by determining the performance and behaviour of these materials, products and components, as well as of buildings and structures. Excluded: materials and equipments already covered by other technical committees; fields covered by other ISO and I...",1958,ISO,actif,"Sécurité & Protection"
"ISO/TC 92/SC 3","Dangers pour les personnes et l'environnement dus au feu","ISO/TC 92 SC3 provides evaluation tools for fire effects on life, health, and environmental quality. The main objectives of ISO/TC 92/SC 3 are as follows: a) Provide appropriate guides and calculation methods, along with instrumentation, measurement and validation procedures for analysis and assessment of the impact of fire and its effluent on people and the environment; b) Develop guidance on the use of such procedures in fire safety engineering, including the standardization of methods for ...",1980,ISO,actif,"Environnement & Développement durable"
"ISO/TC 92/SC 4","Ingénierie de la sécurité incendie","Standardisation to support the application of fire safety engineering in the built environment, including but not limited to, areas related to performance-based fire safety design/assessment, implementation of fire safety design plans and fire safety management.",1991,ISO,actif,"Sécurité & Protection"
"ISO/TC 94","Sécurité individuelle -- Equipement de protection individuelle","Standardization of the performance of personal protective equipment designed to safeguard wearers against all known possible hazards.",1959,ISO,actif,"Sécurité & Protection"
"ISO/TC 94/SC 6","Protection des yeux et du visage","SC6 is responsible for preparing standards for the requirements and test methods for, and guidance on the selection and use of, eye and face protection against hazards to the eyes and face met in occupations, leisure and some sports. These include mechanical hazards such as impact, dust and splashes or streams of liquids, heat, solar and artificial optical radiation (glare, UV and IR radiation) including occupational, general purpose sunglasses and sunglasses for running, cycling and similar ...",1983,ISO,actif,"Sécurité & Protection"
"ISO/TC 94/SC 14","Équipements individuels pour les sapeurs-pompiers","ISO/TC 94/SC14 was established specifically to deal with the unique requirements for firefighters' Personal Protective Equipment (PPE). Under the scope of SC 14, each Standard for firefighters' PPE is developed for a particular aspect of fire and rescue activities. Within its scope, firefighters PPE includes head protection, eye and face protection, hearing protection, hand protection, body protection (includes upper and lower torso), foot protection and respiratory protection that is used by...",2001,ISO,actif,"Industrie & Mécanique"
"ISO/TC 94/SC 15","Appareils de protection respiratoire","Standardization of performance, test methods, human factors, selection and use of respiratory protective devices to protect the wearer in hazardous atmospheres and/or environments. RPD for use in aircraft, diving apparatus, medical life support respirators and/or resuscitators are excluded.",2001,ISO,actif,"Sécurité & Protection"
"ISO/TC 96","Appareils de levage à charge suspendue","Standardization in the field of cranes and related equipment which suspend loads by means of a load-handling device, particularly in respect of terminology, load rating, testing, safety, general design principles, maintenance, operation and load lifting attachments.",1960,ISO,actif,"Industrie & Mécanique"
"ISO/TC 96/SC 4","Méthodes d'essai","Standardization of test methods and techniques to validate design features and safety requirements of cranes and accessories.",1982,ISO,actif,"Métrologie & Sciences"
"ISO/TC 96/SC 6","Grues mobiles","Standardization of terminology, load rating, testing, safety, and general design principles of equipment and components used in the construction, inspection, maintenance and safe operation of mobile cranes.",1981,ISO,actif,"Industrie & Mécanique"
"ISO/TC 96/SC 7","Grues à tour","Standardization of terminology, graphical symbols, testing, safety, and general design principles of equipment and components used in the construction, erection/dismantling, inspection and maintenance of tower cranes. It also covers safe use of tower cranes. Note: In addition, ISO/TC 96/SC 7 was mandated by ISO/TC 96 to provide part 1 'General requirements/principles' applicable to all type of cranes for the following subjects: control layout and characteristics, cabins and control stations, ...",1980,ISO,actif,"Industrie & Mécanique"
"ISO/TC 96/SC 8","Grues à flèche","Standardization of terminology, load rating, testing, safety, and general design principles of equipment and components used in the construction, maintenance, inspection and safe operation of jib cranes.",1980,ISO,actif,"Industrie & Mécanique"
